clipname,namefirst,namelast,setting,ppl,sessionname,sessionnotes,startdate,name,id,latlng
Lomax and Jaffe on jazz renaissance (V),,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1244,"29.9511, -90.0715"
Dancing teens,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1245,"29.9511, -90.0715"
Russell and Lomax on brass band evolution...,,,At the home of Lucius Smith,Sardis,Lucius Smith,"All performances feature Lucius Smith, vocal and banjo.",1978-08-28T04:00:00.000Z,New Orleans 1982,1246,"34.4371, -89.9159"
Alan Lomax and Glass House clientele (II),,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1247,"34.8526, -82.3940"
Alan Lomax and Glass House clientele (II),,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1248,"29.9511, -90.0715"
"""My Creole Belle""",,,,New Orleans,Tulane Jazz Colloquium,"Performance by Bill Russellâs John Robicheaux Orchestra at Tulane's Jazz Colloquium. Bill Russell, violin; Lionel Ferbos, trumpet; John Robicheaux, drums; Frank Fields, bass; Morton Larson, piano; Glen Wilson, clarinet; Paul Crawford, trombone.",1982-05-06T04:00:00.000Z,New Orleans 1982,1249,"29.9511, -90.0715"
Band introductions,,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1250,"29.9511, -90.0715"
"""Caravan""",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1251,"34.8526, -82.3940"
"""Caravan""",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1252,"29.9511, -90.0715"
St. Philip St.,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1253,"29.9511, -90.0715"
Street scenes,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1254,"29.9511, -90.0715"
"""Struttinâ With Some Barbecue"" (camera A)",,,On the Greenville levee,Greenville,Levee camp workers and roustabouts,"Another session with Walter Brown and Joe Savage, discussing both their levee camp work and their time as roustabouts on the Mississippi River. They are joined by a man named Arthur, whose last name was not recorded.",1978-09-02T04:00:00.000Z,New Orleans 1982,1255,"34.8526, -82.3940"
"""Struttinâ With Some Barbecue"" (camera A)",,,,New Orleans,New Orleans Jazz Reunion,"A ""New Orleans Jazz Reunion"" jam session, with spotty sound and remarks by Danny Barker, Al Rose, and Richard Allen. Posthumous award ceremony MCâd by Janette Kimball. Band includes Jeff Riddick, Lester Alexis, Danny Barker, Jimmy LaRocca, Edward Franks,",1982-05-01T04:00:00.000Z,New Orleans 1982,1256,"29.9511, -90.0715"
"""Blueberry Hill""",,,Mother-In-Law Lounge,New Orleans,Mother-In-Law Lounge,Ernie K-Doe and band at K-Doe's Mother-In-Law Lounge. Sound intermittent.,1982-05-01T04:00:00.000Z,New Orleans 1982,1257,"29.9511, -90.0715"
"""Thatâs How You Got Killed Before""",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1258,"34.8526, -82.3940"
"""Thatâs How You Got Killed Before""",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1259,"29.9511, -90.0715"
Oak St.,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1260,"29.9511, -90.0715"
Track-lining song (VIII),,,Railroad track near Greenville,Greenville,Track-lining reenactment,"Retired railroad crew workers re-enact a track-lining, with song.",1978-08-31T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1261,"34.8526, -82.3940"
Track-lining song (VIII),,,,New Orleans,White Eagles Indian Parade,Short clips of a parade with Big Chief Jake Millon and his White Eagles Indians.,1982-05-01T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1262,"29.9511, -90.0715"
"""When the Saints Go Marching In"" (camera B)",,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1263,"29.9511, -90.0715"
Witch Doctor's Mardi Gras Indian costumes (III),,,Picnic,Como,Como fife & drum picnic,"Performances of Napolian [sic] Strickland and the Como Drum Corps at a picnic hosted by David (last name indecipherable). All performances Napolian Strickland, fife (and harmonica, where noted); Como Drum Corps (members unidentified), bass and snare drums",1978-08-25T04:00:00.000Z,New Orleans 1982,1264,"34.5107, -89.9398"
Witch Doctor's Mardi Gras Indian costumes (III),,,,New Orleans,Big Chief Jake and Witch Doctor Bird,Footage of Witch Doctor Bird and his Mardi Gras Indian costumes; interviews with Bird and Big Chief Jake Millon.,1982-05-21T04:00:00.000Z,New Orleans 1982,1265,"29.9511, -90.0715"
Joke about a sick man,,,,New Orleans,Treme Interviews,Interview with Iona Raybon and Beatrice Austin in the Treme neighborhood.,1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1266,"29.9511, -90.0715"
"""Wolverine Blues""",,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1267,"29.9511, -90.0715"
"""Struttinâ With Some Barbecue"" (camera B)",,,On the Greenville levee,Greenville,Levee camp workers and roustabouts,"Another session with Walter Brown and Joe Savage, discussing both their levee camp work and their time as roustabouts on the Mississippi River. They are joined by a man named Arthur, whose last name was not recorded.",1978-09-02T04:00:00.000Z,New Orleans 1982,1268,"34.8526, -82.3940"
"""Struttinâ With Some Barbecue"" (camera B)",,,,New Orleans,New Orleans Jazz Reunion,"A ""New Orleans Jazz Reunion"" jam session, with spotty sound and remarks by Danny Barker, Al Rose, and Richard Allen. Posthumous award ceremony MCâd by Janette Kimball. Band includes Jeff Riddick, Lester Alexis, Danny Barker, Jimmy LaRocca, Edward Franks,",1982-05-01T04:00:00.000Z,New Orleans 1982,1269,"29.9511, -90.0715"
Track-lining song (II),,,Railroad track near Greenville,Greenville,Track-lining reenactment,"Retired railroad crew workers re-enact a track-lining, with song.",1978-08-31T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1270,"34.8526, -82.3940"
Track-lining song (II),,,,New Orleans,White Eagles Indian Parade,Short clips of a parade with Big Chief Jake Millon and his White Eagles Indians.,1982-05-01T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1271,"29.9511, -90.0715"
Joke about a coon-hunt (II),,,,New Orleans,Treme Interviews,Interview with Iona Raybon and Beatrice Austin in the Treme neighborhood.,1982-05-16T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1272,"29.9511, -90.0715"
Severe White and Zulu paraders on second lining,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1273,"29.9511, -90.0715"
"""My Feet Canât Fail Me Now"" (camera A)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1274,"34.8526, -82.3940"
"""My Feet Canât Fail Me Now"" (camera A)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1275,"29.9511, -90.0715"
"""Little Liza Jane"" (camera A)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1276,"34.8526, -82.3940"
"""Little Liza Jane"" (camera A)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1277,"29.9511, -90.0715"
"""High Society""",,,,New Orleans,Tulane Jazz Colloquium,"Performance by Bill Russellâs John Robicheaux Orchestra at Tulane's Jazz Colloquium. Bill Russell, violin; Lionel Ferbos, trumpet; John Robicheaux, drums; Frank Fields, bass; Morton Larson, piano; Glen Wilson, clarinet; Paul Crawford, trombone.",1982-05-06T04:00:00.000Z,New Orleans 1982,1278,"29.9511, -90.0715"
Alan Lomax narration at the Glass House,,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1279,"34.8526, -82.3940"
Alan Lomax narration at the Glass House,,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1280,"29.9511, -90.0715"
"""Every Day I Have the Blues"" (camera B)",,,On the Greenville levee,Greenville,Levee camp workers and roustabouts,"Another session with Walter Brown and Joe Savage, discussing both their levee camp work and their time as roustabouts on the Mississippi River. They are joined by a man named Arthur, whose last name was not recorded.",1978-09-02T04:00:00.000Z,New Orleans 1982,1281,"34.8526, -82.3940"
"""Every Day I Have the Blues"" (camera B)",,,,New Orleans,New Orleans Jazz Reunion,"A ""New Orleans Jazz Reunion"" jam session, with spotty sound and remarks by Danny Barker, Al Rose, and Richard Allen. Posthumous award ceremony MCâd by Janette Kimball. Band includes Jeff Riddick, Lester Alexis, Danny Barker, Jimmy LaRocca, Edward Franks,",1982-05-01T04:00:00.000Z,New Orleans 1982,1282,"29.9511, -90.0715"
Baptism (II),,,Mother-In-Law Lounge,New Orleans,Mother-In-Law Lounge,Ernie K-Doe and band at K-Doe's Mother-In-Law Lounge. Sound intermittent.,1982-05-01T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1283,"29.9511, -90.0715"
Baptism (III),,,Mother-In-Law Lounge,New Orleans,Mother-In-Law Lounge,Ernie K-Doe and band at K-Doe's Mother-In-Law Lounge. Sound intermittent.,1982-05-01T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1284,"29.9511, -90.0715"
"""Donât Look Back"" (fragment)",,,Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1285,"34.7354, -90.0992"
"""Donât Look Back"" (fragment)",,,Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1286,"29.9511, -90.0715"
Witch Doctor's Mardi Gras Indian costumes (II),,,Picnic,Como,Como fife & drum picnic,"Performances of Napolian [sic] Strickland and the Como Drum Corps at a picnic hosted by David (last name indecipherable). All performances Napolian Strickland, fife (and harmonica, where noted); Como Drum Corps (members unidentified), bass and snare drums",1978-08-25T04:00:00.000Z,New Orleans 1982,1287,"34.5107, -89.9398"
Witch Doctor's Mardi Gras Indian costumes (II),,,,New Orleans,Big Chief Jake and Witch Doctor Bird,Footage of Witch Doctor Bird and his Mardi Gras Indian costumes; interviews with Bird and Big Chief Jake Millon.,1982-05-21T04:00:00.000Z,New Orleans 1982,1288,"29.9511, -90.0715"
"""I Got A New Walk""",,,Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1289,"34.7354, -90.0992"
"""I Got A New Walk""",,,Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1290,"29.9511, -90.0715"
"""I'm Alone Because I Love You"" (camera B)",,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1291,"29.9511, -90.0715"
"""Darktown Strutters Ball""",,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1292,"29.9511, -90.0715"
,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1293,"29.9511, -90.0715"
Clientele at Glass House (II),,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1294,"34.8526, -82.3940"
Clientele at Glass House (II),,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1295,"29.9511, -90.0715"
French Quarter (I),,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1296,"29.9511, -90.0715"
"""The Dirty Dozen on the Dirty Dozen"" (interview)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1297,"34.8526, -82.3940"
"""The Dirty Dozen on the Dirty Dozen"" (interview)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1298,"29.9511, -90.0715"
"""Sweet Home""",,,Gospel quartets at an unidentified A.M.E. church,Arkabutla,A.M.E. gospel quartets,Mostly fragmentary performances with intermittent camera.,1978-08-27T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1299,"34.7354, -90.0992"
"""Sweet Home""",,,Darrell's Lounge,New Orleans,White Eagles at Darrell's Lounge,"White Eagles rehearsal at Darrellâs Lounge with Big Chief Jake Millon, Indian drum ensemble, and spyboy dancers.",1982-05-18T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1300,"29.9511, -90.0715"
French Quarter (III),,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1301,"29.9511, -90.0715"
Lomax and Jaffe on jazz renaissance (II),,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1302,"29.9511, -90.0715"
"""Winding Boy"" (I)",,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1303,"29.9511, -90.0715"
"""Singâs Blues""",,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1304,"29.9511, -90.0715"
Track-lining song (III),,,Railroad track near Greenville,Greenville,Track-lining reenactment,"Retired railroad crew workers re-enact a track-lining, with song.",1978-08-31T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1305,"34.8526, -82.3940"
Track-lining song (III),,,,New Orleans,White Eagles Indian Parade,Short clips of a parade with Big Chief Jake Millon and his White Eagles Indians.,1982-05-01T04:00:00.000Z,Mississippi Delta and Hill Country 1978,1306,"29.9511, -90.0715"
"""Thatâs A Plenty""",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1307,"34.8526, -82.3940"
"""Thatâs A Plenty""",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1308,"29.9511, -90.0715"
"""When the Saints Go Marching In"" (camera A)",,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1309,"29.9511, -90.0715"
Witch Doctor's Mardi Gras Indian costumes (IV),,,Picnic,Como,Como fife & drum picnic,"Performances of Napolian [sic] Strickland and the Como Drum Corps at a picnic hosted by David (last name indecipherable). All performances Napolian Strickland, fife (and harmonica, where noted); Como Drum Corps (members unidentified), bass and snare drums",1978-08-25T04:00:00.000Z,New Orleans 1982,1310,"34.5107, -89.9398"
Witch Doctor's Mardi Gras Indian costumes (IV),,,,New Orleans,Big Chief Jake and Witch Doctor Bird,Footage of Witch Doctor Bird and his Mardi Gras Indian costumes; interviews with Bird and Big Chief Jake Millon.,1982-05-21T04:00:00.000Z,New Orleans 1982,1311,"29.9511, -90.0715"
Unidentified tune (camera B),,,On the Greenville levee,Greenville,Levee camp workers and roustabouts,"Another session with Walter Brown and Joe Savage, discussing both their levee camp work and their time as roustabouts on the Mississippi River. They are joined by a man named Arthur, whose last name was not recorded.",1978-09-02T04:00:00.000Z,New Orleans 1982,1312,"34.8526, -82.3940"
Unidentified tune (camera B),,,,New Orleans,New Orleans Jazz Reunion,"A ""New Orleans Jazz Reunion"" jam session, with spotty sound and remarks by Danny Barker, Al Rose, and Richard Allen. Posthumous award ceremony MCâd by Janette Kimball. Band includes Jeff Riddick, Lester Alexis, Danny Barker, Jimmy LaRocca, Edward Franks,",1982-05-01T04:00:00.000Z,New Orleans 1982,1313,"29.9511, -90.0715"
"""Blue Monk"" (camera A)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1314,"34.8526, -82.3940"
"""Blue Monk"" (camera A)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1315,"29.9511, -90.0715"
Lafayette Cemetary,,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1316,"29.9511, -90.0715"
Jackson Square (II),,,,New Orleans,New Orleans landscapes,"Various landscape and incidental shots, many without sounds (MOS).",1982-05-01T04:00:00.000Z,New Orleans 1982,1317,"29.9511, -90.0715"
"""I Ainât Gonna Stand For It"" (camera B)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1318,"34.8526, -82.3940"
"""I Ainât Gonna Stand For It"" (camera B)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1319,"29.9511, -90.0715"
"""Sidewinder"" (camera B)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1320,"34.8526, -82.3940"
"""Sidewinder"" (camera B)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1321,"29.9511, -90.0715"
"""I Ate Up the Apple Tree"" (camera B)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1322,"34.8526, -82.3940"
"""I Ate Up the Apple Tree"" (camera B)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1323,"29.9511, -90.0715"
"""Bongo Beep"" (camera A)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1324,"34.8526, -82.3940"
"""Bongo Beep"" (camera A)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1325,"29.9511, -90.0715"
Lomax and Jaffe on jazz renaissance (I),,,Preservation Hall,New Orleans,Preservation Hall,Kid Thomas Valentine's band performs at Preservation Hall. Drums: Alonzo Stewart; Trombone: Worthia Thomas; Bass: Chester Zardis; Piano: Sing Miller; Banjo: Emanuel Sayles; Sax: Emmanuel Paul; Clarinet: Willie Humphrey; Trumpet: Kid Thomas Valentine. Also,1982-05-17T04:00:00.000Z,New Orleans 1982,1326,"29.9511, -90.0715"
"""Lickety Split"" (camera A)",,,,Greenville,Prison work-songs,"Re-enactments of prison worksongs by Walter Brown, Joe Savage, and friends. All performances by Walter Brown, Joe Savage, unidentified men, hoe & vocal.",1978-08-24T04:00:00.000Z,New Orleans 1982,1327,"34.8526, -82.3940"
"""Lickety Split"" (camera A)",,,,New Orleans,Dirty Dozen Brass Band at the Glass House,"The Dirty Dozen Brass Band at the Glass House, interspersed with Lomax's interviews with clientele. Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: baritone sax; Kevin",1082-05-16T04:00:00.000Z,New Orleans 1982,1328,"29.9511, -90.0715"
